"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Benfica","Young Boys",4,0,"Benfica",1791.48046875,1498.67150879,1,"Knockout","",87
"Brentford","Sporting",3,4,"Sporting",1811.27441406,1788.60021973,2,"Knockout","",87
"Man City","Liverpool",2,2.2,"Liverpool",1959.94421387,1993.41796875,2,"Knockout","Penalty",87
"Real Madrid","Barcelona",3,2,"Real Madrid",1936.12731934,1945.43041992,2,"Knockout","",87
"Bayern","Atalanta",5,2,"Bayern",1918.99780273,1842.22375488,2,"Knockout","",87
"Napoli","Freiburg",3,2,"Napoli",1838.37182617,1684.3404541,2,"Knockout","",87
"Inter","PSV",6,2,"Inter",1933.2421875,1797.03527832,2,"Knockout","",87
"Benfica","FC Kobenhavn",2,4,"FC Kobenhavn",1791.48046875,1621.64001465,2,"Knockout","",87
"Monaco","Arsenal",0,3,"Arsenal",1762.12561035,1993.3404541,2,"Knockout","",87
"Sporting","Liverpool",4.2,4,"Sporting",1788.60021973,1993.41796875,3,"Knockout","Penalty",87
"Napoli","Arsenal",1,3,"Arsenal",1838.37182617,1993.3404541,3,"Knockout","",87
"Bayern","FC Kobenhavn",4,2,"Bayern",1918.99780273,1621.64001465,3,"Knockout","",87
"Real Madrid","Inter",4,1,"Real Madrid",1936.12731934,1933.2421875,3,"Knockout","",87
"Real Madrid","Sporting",3,5,"Sporting",1936.12731934,1788.60021973,4,"Knockout","",87
"Arsenal","Bayern",3,1,"Arsenal",1993.3404541,1918.99780273,4,"Knockout","",87
"Arsenal","Sporting",6,1,"Arsenal",1993.3404541,1788.60021973,5,"Knockout","",87
"Liverpool","Slavia Praha",0,2,"Slavia Praha",1993.41796875,1694.71618652,1,"Knockout","",88
"Arsenal","Benfica",3,1,"Arsenal",1993.3404541,1791.48046875,1,"Knockout","",88
"Paris SG","Frankfurt",6,1,"Paris SG",1974.93762207,1745.75793457,1,"Knockout","",88
"Man City","Brugge",6,3,"Man City",1959.94421387,1747.07775879,1,"Knockout","",88
"Barcelona","Shakhtar",8,1,"Barcelona",1945.43041992,1531.97888184,1,"Knockout","",88
"Real Madrid","Steaua",5,3,"Real Madrid",1936.12731934,1555.09423828,1,"Knockout","",88
"Inter","Betis",4,2,"Inter",1933.2421875,1742.14355469,1,"Knockout","",88
"Bayern","Razgrad",4,1,"Bayern",1918.99780273,1472.64929199,1,"Knockout","",88
"Chelsea","Sporting",6,7,"Sporting",1902.8013916,1788.60021973,1,"Knockout","",88
"Atletico","Galatasaray",4,3,"Atletico",1855.34960938,1701.14611816,1,"Knockout","",88
"Leverkusen","Genk",3,2,"Leverkusen",1848.78601074,1634.98864746,1,"Knockout","",88
"Atalanta","Rakow",7,2,"Atalanta",1842.22375488,1536.67834473,1,"Knockout","",88
"Napoli","Marseille",1.2,1,"Napoli",1838.37182617,1756.52758789,1,"Knockout","Penalty",88
"Roma","Crvena Zvezda",4,3,"Roma",1819.65991211,1580.66638184,1,"Knockout","",88
"Dortmund","Feyenoord",4,1,"Dortmund",1818.35009766,1738.36352539,1,"Knockout","",88
"PSV","Monaco",5,3,"PSV",1797.03527832,1762.12561035,1,"Knockout","",88
"Atletico","Inter",3.2,3,"Atletico",1855.34960938,1933.2421875,2,"Knockout","Penalty",88
"Sporting","Real Madrid",3,3.2,"Real Madrid",1788.60021973,1936.12731934,2,"Knockout","Penalty",88
"Dortmund","Leverkusen",1,2,"Leverkusen",1818.35009766,1848.78601074,2,"Knockout","",88
"Roma","Bayern",4,5,"Bayern",1819.65991211,1918.99780273,2,"Knockout","",88
"Slavia Praha","Napoli",6,3,"Slavia Praha",1694.71618652,1838.37182617,2,"Knockout","",88
"Arsenal","Man City",1,1.2,"Man City",1993.3404541,1959.94421387,2,"Knockout","Penalty",88
"Atalanta","Paris SG",3,8,"Paris SG",1842.22375488,1974.93762207,2,"Knockout","",88
"PSV","Barcelona",3,7,"Barcelona",1797.03527832,1945.43041992,2,"Knockout","",88
"Atletico","Paris SG",2,1,"Atletico",1855.34960938,1974.93762207,3,"Knockout","",88
"Bayern","Slavia Praha",2,3,"Slavia Praha",1918.99780273,1694.71618652,3,"Knockout","",88
"Man City","Leverkusen",3,2,"Man City",1959.94421387,1848.78601074,3,"Knockout","",88
"Real Madrid","Barcelona",5,4,"Real Madrid",1936.12731934,1945.43041992,3,"Knockout","",88
"Man City","Real Madrid",4,3,"Man City",1959.94421387,1936.12731934,4,"Knockout","",88
"Slavia Praha","Atletico",1,3,"Atletico",1694.71618652,1855.34960938,4,"Knockout","",88
"Man City","Atletico",2,1,"Man City",1959.94421387,1855.34960938,5,"Knockout","",88
"Liverpool","Villarreal",1.2,1,"Liverpool",1993.41796875,1785.54626465,1,"Knockout","Penalty",89
"Arsenal","RB Leipzig",7,1,"Arsenal",1993.3404541,1716.37438965,1,"Knockout","",89
"Paris SG","Paphos",4,1,"Paris SG",1974.93762207,1445.92211914,1,"Knockout","",89
"Man City","Celtic",2,5,"Celtic",1959.94421387,1662.38671875,1,"Knockout","",89
"Barcelona","Lyon",6,3,"Barcelona",1945.43041992,1744.62866211,1,"Knockout","",89
"Real Madrid","St Gillis",4,2,"Real Madrid",1936.12731934,1730.55700684,1,"Knockout","",89
"Inter","M Tel Aviv",6,0,"Inter",1933.2421875,1552.51538086,1,"Knockout","",89
"Bayern","Brugge",3.2,3,"Bayern",1918.99780273,1747.07775879,1,"Knockout","Penalty",89
"Chelsea","Bodoe Glimt",2.2,2,"Chelsea",1902.8013916,1616.89807129,1,"Knockout","Penalty",89
"Atletico","Mjaellby",5,0,"Atletico",1855.34960938,1493.09875488,1,"Knockout","",89
"Leverkusen","Feyenoord",5,0,"Leverkusen",1848.78601074,1738.36352539,1,"Knockout","",89
"Atalanta","Sporting",8,2,"Atalanta",1842.22375488,1788.60021973,1,"Knockout","",89
"Napoli","Benfica",3,0,"Napoli",1838.37182617,1791.48046875,1,"Knockout","",89
"Dortmund","Zenit",2,3,"Zenit",1818.35009766,1654.94470215,1,"Knockout","",89
"Juventus","Salzburg",3,1,"Juventus",1805.84667969,1558.85534668,1,"Knockout","",89
"PSV","Marseille",2,6,"Marseille",1797.03527832,1756.52758789,1,"Knockout","",89
"Arsenal","Liverpool",2,4,"Liverpool",1993.3404541,1993.41796875,2,"Knockout","",89
"Barcelona","Atalanta",4,2,"Barcelona",1945.43041992,1842.22375488,2,"Knockout","",89
"Napoli","Celtic",3,0,"Napoli",1838.37182617,1662.38671875,2,"Knockout","",89
"Bayern","Real Madrid",3,2,"Bayern",1918.99780273,1936.12731934,2,"Knockout","",89
"Inter","Chelsea",4,0,"Inter",1933.2421875,1902.8013916,2,"Knockout","",89
"Juventus","Paris SG",3,1,"Juventus",1805.84667969,1974.93762207,2,"Knockout","",89
"Leverkusen","Atletico",4,4.2,"Atletico",1848.78601074,1855.34960938,2,"Knockout","Penalty",89
"Marseille","Zenit",2,4,"Zenit",1756.52758789,1654.94470215,2,"Knockout","",89
"Barcelona","Atletico",5,4,"Barcelona",1945.43041992,1855.34960938,3,"Knockout","",89
"Liverpool","Inter",2.2,2,"Liverpool",1993.41796875,1933.2421875,3,"Knockout","Penalty",89
"Juventus","Napoli",1,3,"Napoli",1805.84667969,1838.37182617,3,"Knockout","",89
"Zenit","Bayern",4,3,"Zenit",1654.94470215,1918.99780273,3,"Knockout","",89
"Liverpool","Zenit",7,1,"Liverpool",1993.41796875,1654.94470215,4,"Knockout","",89
"Napoli","Barcelona",2,3,"Barcelona",1838.37182617,1945.43041992,4,"Knockout","",89
"Barcelona","Liverpool",2,3,"Liverpool",1945.43041992,1993.41796875,5,"Knockout","",89
"Liverpool","Sporting",4,3,"Liverpool",1993.41796875,1788.60021973,1,"Knockout","",90
"Arsenal","Celtic",4,0,"Arsenal",1993.3404541,1662.38671875,1,"Knockout","",90
"Paris SG","Bodoe Glimt",5.2,5,"Paris SG",1974.93762207,1616.89807129,1,"Knockout","Penalty",90
"Man City","Sturm Graz",6,1,"Man City",1959.94421387,1553.17565918,1,"Knockout","",90
"Barcelona","Maribor",7,0,"Barcelona",1945.43041992,1380.29211426,1,"Knockout","",90
"Real Madrid","St Gillis",5,3,"Real Madrid",1936.12731934,1730.55700684,1,"Knockout","",90
"Inter","Feyenoord",5,2,"Inter",1933.2421875,1738.36352539,1,"Knockout","",90
"Bayern","Lille",6,4,"Bayern",1918.99780273,1782.04833984,1,"Knockout","",90
"Atletico","Brugge",4,1,"Atletico",1855.34960938,1747.07775879,1,"Knockout","",90
"Leverkusen","Zenit",2,2.2,"Zenit",1848.78601074,1654.94470215,1,"Knockout","Penalty",90
"Atalanta","Valencia",2,3,"Valencia",1842.22375488,1679.41589355,1,"Knockout","",90
"Crystal Palace","Viktoria Plzen",4,4.2,"Viktoria Plzen",1835.04040527,1616.74377441,1,"Knockout","Penalty",90
"Roma","Milan",2,0,"Roma",1819.65991211,1786.90795898,1,"Knockout","",90
"Dortmund","Olympiakos",2.2,2,"Dortmund",1818.35009766,1670.36560059,1,"Knockout","Penalty",90
"PSV","Lyon",5,3,"PSV",1797.03527832,1744.62866211,1,"Knockout","",90
"Benfica","Stuttgart",3,2,"Benfica",1791.48046875,1719.31469727,1,"Knockout","",90
"Barcelona","Roma",5,4,"Barcelona",1945.43041992,1819.65991211,2,"Knockout","",90
"Liverpool","Zenit",3,1,"Liverpool",1993.41796875,1654.94470215,2,"Knockout","",90
"Dortmund","Benfica",2,3,"Benfica",1818.35009766,1791.48046875,2,"Knockout","",90
"Viktoria Plzen","Paris SG",5,4,"Viktoria Plzen",1616.74377441,1974.93762207,2,"Knockout","",90
"Bayern","PSV",5,2,"Bayern",1918.99780273,1797.03527832,2,"Knockout","",90
"Arsenal","Man City",3,4,"Man City",1993.3404541,1959.94421387,2,"Knockout","",90
"Atletico","Real Madrid",2,1,"Atletico",1855.34960938,1936.12731934,2,"Knockout","",90
"Inter","Valencia",3,1,"Inter",1933.2421875,1679.41589355,2,"Knockout","",90
"Man City","Benfica",7,3,"Man City",1959.94421387,1791.48046875,3,"Knockout","",90
"Bayern","Barcelona",2.2,2,"Bayern",1918.99780273,1945.43041992,3,"Knockout","Penalty",90
"Inter","Viktoria Plzen",2.2,2,"Inter",1933.2421875,1616.74377441,3,"Knockout","Penalty",90
"Liverpool","Atletico",3,2,"Liverpool",1993.41796875,1855.34960938,3,"Knockout","",90
"Bayern","Man City",2,6,"Man City",1918.99780273,1959.94421387,4,"Knockout","",90
"Inter","Liverpool",1,3,"Liverpool",1933.2421875,1993.41796875,4,"Knockout","",90
"Man City","Liverpool",4,4.2,"Liverpool",1959.94421387,1993.41796875,5,"Knockout","Penalty",90
"Liverpool","Celtic",5,2,"Liverpool",1993.41796875,1662.38671875,1,"Knockout","",91
"Arsenal","Paphos",6,0,"Arsenal",1993.3404541,1445.92211914,1,"Knockout","",91
"Paris SG","Gladbach",5,0,"Paris SG",1974.93762207,1632.47961426,1,"Knockout","",91
"Man City","Shakhtar",4,1,"Man City",1959.94421387,1531.97888184,1,"Knockout","",91
"Barcelona","Rennes",3,1,"Barcelona",1945.43041992,1663.48510742,1,"Knockout","",91
"Real Madrid","Bilbao",5,0,"Real Madrid",1936.12731934,1789.30895996,1,"Knockout","",91
"Inter","Steaua",6,1,"Inter",1933.2421875,1555.09423828,1,"Knockout","",91
"Bayern","Lille",4,1,"Bayern",1918.99780273,1782.04833984,1,"Knockout","",91
"Chelsea","Sporting",1,4,"Sporting",1902.8013916,1788.60021973,1,"Knockout","",91
"Leverkusen","Feyenoord",4,2,"Leverkusen",1848.78601074,1738.36352539,1,"Knockout","",91
"Atalanta","Elfsborg",3,4,"Elfsborg",1842.22375488,1522.04467773,1,"Knockout","",91
"Roma","Villarreal",6,1,"Roma",1819.65991211,1785.54626465,1,"Knockout","",91
"Dortmund","Genk",3,1,"Dortmund",1818.35009766,1634.98864746,1,"Knockout","",91
"Juventus","Olimpija Ljubljana",7,0,"Juventus",1805.84667969,1426.41101074,1,"Knockout","",91
"PSV","Brugge",5,3,"PSV",1797.03527832,1747.07775879,1,"Knockout","",91
"Benfica","Austria Wien",4,2,"Benfica",1791.48046875,1476.18188477,1,"Knockout","",91
"Arsenal","Sporting",6,2,"Arsenal",1993.3404541,1788.60021973,2,"Knockout","",91
"Leverkusen","Man City",0,6,"Man City",1848.78601074,1959.94421387,2,"Knockout","",91
"Roma","PSV",6,2,"Roma",1819.65991211,1797.03527832,2,"Knockout","",91
"Real Madrid","Inter",5,3,"Real Madrid",1936.12731934,1933.2421875,2,"Knockout","",91
"Juventus","Benfica",3,2,"Juventus",1805.84667969,1791.48046875,2,"Knockout","",91
"Barcelona","Bayern",3,2,"Barcelona",1945.43041992,1918.99780273,2,"Knockout","",91
"Paris SG","Dortmund",5,3,"Paris SG",1974.93762207,1818.35009766,2,"Knockout","",91
"Elfsborg","Liverpool",1,7,"Liverpool",1522.04467773,1993.41796875,2,"Knockout","",91
"Paris SG","Barcelona",5,3,"Paris SG",1974.93762207,1945.43041992,3,"Knockout","",91
"Arsenal","Liverpool",3,2,"Arsenal",1993.3404541,1993.41796875,3,"Knockout","",91
"Real Madrid","Roma",0,0.2,"Roma",1936.12731934,1819.65991211,3,"Knockout","Penalty",91
"Juventus","Man City",2,4,"Man City",1805.84667969,1959.94421387,3,"Knockout","",91
"Man City","Paris SG",4,3,"Man City",1959.94421387,1974.93762207,4,"Knockout","",91
"Roma","Arsenal",5,2,"Roma",1819.65991211,1993.3404541,4,"Knockout","",91
"Roma","Man City",1,4,"Man City",1819.65991211,1959.94421387,5,"Knockout","",91
"Liverpool","Monaco",4,3,"Liverpool",1993.41796875,1762.12561035,1,"Knockout","",92
"Arsenal","Betis",2,3,"Betis",1993.3404541,1742.14355469,1,"Knockout","",92
"Paris SG","Olimpija Ljubljana",6,1,"Paris SG",1974.93762207,1426.41101074,1,"Knockout","",92
"Barcelona","Lyon",2,4,"Lyon",1945.43041992,1744.62866211,1,"Knockout","",92
"Real Madrid","Steaua",6,2,"Real Madrid",1936.12731934,1555.09423828,1,"Knockout","",92
"Inter","Brugge",5,3,"Inter",1933.2421875,1747.07775879,1,"Knockout","",92
"Bayern","Slavia Praha",6,2,"Bayern",1918.99780273,1694.71618652,1,"Knockout","",92
"Chelsea","Feyenoord",3,2,"Chelsea",1902.8013916,1738.36352539,1,"Knockout","",92
"Aston Villa","Anderlecht",4,4.2,"Anderlecht",1872.83935547,1586.59558105,1,"Knockout","Penalty",92
"Atletico","Celtic",2,3,"Celtic",1855.34960938,1662.38671875,1,"Knockout","",92
"Leverkusen","Sporting",2,4,"Sporting",1848.78601074,1788.60021973,1,"Knockout","",92
"Atalanta","Lazio",2,1,"Atalanta",1842.22375488,1770.40869141,1,"Knockout","",92
"Dortmund","Hoffenheim",4,0,"Dortmund",1818.35009766,1605.84057617,1,"Knockout","",92
"Juventus","Olympiakos",3.2,3,"Juventus",1805.84667969,1670.36560059,1,"Knockout","Penalty",92
"PSV","Dinamo Zagreb",3,2,"PSV",1797.03527832,1527.02502441,1,"Knockout","",92
"Benfica","Galatasaray",5,7,"Galatasaray",1791.48046875,1701.14611816,1,"Knockout","",92
"Dortmund","Anderlecht",3,0,"Dortmund",1818.35009766,1586.59558105,2,"Knockout","",92
"Inter","Bayern",7,2,"Inter",1933.2421875,1918.99780273,2,"Knockout","",92
"Lyon","Liverpool",4,2,"Lyon",1744.62866211,1993.41796875,2,"Knockout","",92
"Real Madrid","Celtic",1,3,"Celtic",1936.12731934,1662.38671875,2,"Knockout","",92
"Sporting","Chelsea",1,3,"Chelsea",1788.60021973,1902.8013916,2,"Knockout","",92
"Juventus","Paris SG",0,4,"Paris SG",1805.84667969,1974.93762207,2,"Knockout","",92
"Atalanta","Galatasaray",2,1,"Atalanta",1842.22375488,1701.14611816,2,"Knockout","",92
"PSV","Betis",1.2,1,"PSV",1797.03527832,1742.14355469,2,"Knockout","Penalty",92
"PSV","Dortmund",4,3,"PSV",1797.03527832,1818.35009766,3,"Knockout","",92
"Lyon","Celtic",1,3,"Celtic",1744.62866211,1662.38671875,3,"Knockout","",92
"Inter","Chelsea",4,2,"Inter",1933.2421875,1902.8013916,3,"Knockout","",92
"Paris SG","Atalanta",2,4,"Atalanta",1974.93762207,1842.22375488,3,"Knockout","",92
"Inter","Atalanta",4,1,"Inter",1933.2421875,1842.22375488,4,"Knockout","",92
"Celtic","PSV",2,4,"PSV",1662.38671875,1797.03527832,4,"Knockout","",92
"PSV","Inter",4,3,"PSV",1797.03527832,1933.2421875,5,"Knockout","",92
"Liverpool","Monaco",4,0,"Liverpool",1993.41796875,1762.12561035,1,"Knockout","",93
"Arsenal","Bilbao",4.2,4,"Arsenal",1993.3404541,1789.30895996,1,"Knockout","Penalty",93
"Paris SG","Feyenoord",5,2,"Paris SG",1974.93762207,1738.36352539,1,"Knockout","",93
"Barcelona","RB Leipzig",7,1,"Barcelona",1945.43041992,1716.37438965,1,"Knockout","",93
"Real Madrid","Celtic",3,0,"Real Madrid",1936.12731934,1662.38671875,1,"Knockout","",93
"Inter","Ruzomberok",7,0,"Inter",1933.2421875,1369.51293945,1,"Knockout","",93
"Bayern","Lille",2,1,"Bayern",1918.99780273,1782.04833984,1,"Knockout","",93
"Newcastle","Sturm Graz",3,1,"Newcastle",1868.55273438,1553.17565918,1,"Knockout","",93
"Atletico","Spartak Moskva",1,3,"Spartak Moskva",1855.34960938,1575.06225586,1,"Knockout","",93
"Leverkusen","Genk",4,3,"Leverkusen",1848.78601074,1634.98864746,1,"Knockout","",93
"Atalanta","Slavia Praha",2,5,"Slavia Praha",1842.22375488,1694.71618652,1,"Knockout","",93
"Napoli","Sporting",1.2,1,"Napoli",1838.37182617,1788.60021973,1,"Knockout","Penalty",93
"Brighton","Shakhtar",3,2,"Brighton",1827.12927246,1531.97888184,1,"Knockout","",93
"Roma","Frankfurt",3,2,"Roma",1819.65991211,1745.75793457,1,"Knockout","",93
"PSV","Steaua",5,2,"PSV",1797.03527832,1555.09423828,1,"Knockout","",93
"Benfica","Brugge",0,4,"Brugge",1791.48046875,1747.07775879,1,"Knockout","",93
"Liverpool","Brugge",3,2,"Liverpool",1993.41796875,1747.07775879,2,"Knockout","",93
"Spartak Moskva","Barcelona",0,5,"Barcelona",1575.06225586,1945.43041992,2,"Knockout","",93
"PSV","Napoli",4,2,"PSV",1797.03527832,1838.37182617,2,"Knockout","",93
"Slavia Praha","Brighton",3,4,"Brighton",1694.71618652,1827.12927246,2,"Knockout","",93
"Newcastle","Leverkusen",3,6,"Leverkusen",1868.55273438,1848.78601074,2,"Knockout","",93
"Bayern","Paris SG",2,4,"Paris SG",1918.99780273,1974.93762207,2,"Knockout","",93
"Real Madrid","Inter",4,2,"Real Madrid",1936.12731934,1933.2421875,2,"Knockout","",93
"Roma","Arsenal",3,4,"Arsenal",1819.65991211,1993.3404541,2,"Knockout","",93
"Real Madrid","Leverkusen",3,1,"Real Madrid",1936.12731934,1848.78601074,3,"Knockout","",93
"Paris SG","Brighton",3,2,"Paris SG",1974.93762207,1827.12927246,3,"Knockout","",93
"Liverpool","PSV",3,2,"Liverpool",1993.41796875,1797.03527832,3,"Knockout","",93
"Arsenal","Barcelona",3,2,"Arsenal",1993.3404541,1945.43041992,3,"Knockout","",93
"Real Madrid","Liverpool",3,2,"Real Madrid",1936.12731934,1993.41796875,4,"Knockout","",93
"Paris SG","Arsenal",3,2,"Paris SG",1974.93762207,1993.3404541,4,"Knockout","",93
"Paris SG","Real Madrid",5,2,"Paris SG",1974.93762207,1936.12731934,5,"Knockout","",93
"Liverpool","Villarreal",3,3.2,"Villarreal",1993.41796875,1785.54626465,1,"Knockout","Penalty",94
"Paris SG","Galatasaray",5,0,"Paris SG",1974.93762207,1701.14611816,1,"Knockout","",94
"Man City","Karabakh Agdam",7,2,"Man City",1959.94421387,1500.27087402,1,"Knockout","",94
"Barcelona","Gladbach",4,3,"Barcelona",1945.43041992,1632.47961426,1,"Knockout","",94
"Real Madrid","Austria Wien",7,1,"Real Madrid",1936.12731934,1476.18188477,1,"Knockout","",94
"Inter","Lech",6,0,"Inter",1933.2421875,1532.71276855,1,"Knockout","",94
"Bayern","Monaco",5,2,"Bayern",1918.99780273,1762.12561035,1,"Knockout","",94
"Aston Villa","Zenit",2,3,"Zenit",1872.83935547,1654.94470215,1,"Knockout","",94
"Leverkusen","Betis",4,3,"Leverkusen",1848.78601074,1742.14355469,1,"Knockout","",94
"Atalanta","Alkmaar",6,3,"Atalanta",1842.22375488,1626.27563477,1,"Knockout","",94
"Napoli","Lyon",3,2,"Napoli",1838.37182617,1744.62866211,1,"Knockout","",94
"Juventus","Brugge",5,2,"Juventus",1805.84667969,1747.07775879,1,"Knockout","",94
"PSV","Frankfurt",2.2,2,"PSV",1797.03527832,1745.75793457,1,"Knockout","Penalty",94
"Everton","Bodoe Glimt",2,6,"Bodoe Glimt",1793.98010254,1616.89807129,1,"Knockout","",94
"Benfica","St Gillis",2.2,2,"Benfica",1791.48046875,1730.55700684,1,"Knockout","Penalty",94
"Sporting","Olimpija Ljubljana",6,0,"Sporting",1788.60021973,1426.41101074,1,"Knockout","",94
"Paris SG","Zenit",4,0,"Paris SG",1974.93762207,1654.94470215,2,"Knockout","",94
"Sporting","Inter",4,3,"Sporting",1788.60021973,1933.2421875,2,"Knockout","",94
"Villarreal","Man City",2,7,"Man City",1785.54626465,1959.94421387,2,"Knockout","",94
"PSV","Atalanta",2,6,"Atalanta",1797.03527832,1842.22375488,2,"Knockout","",94
"Juventus","Bodoe Glimt",3,0,"Juventus",1805.84667969,1616.89807129,2,"Knockout","",94
"Benfica","Barcelona",3,5,"Barcelona",1791.48046875,1945.43041992,2,"Knockout","",94
"Leverkusen","Napoli",5.2,5,"Leverkusen",1848.78601074,1838.37182617,2,"Knockout","Penalty",94
"Real Madrid","Bayern",4,5,"Bayern",1936.12731934,1918.99780273,2,"Knockout","",94
"Atalanta","Leverkusen",2.2,2,"Atalanta",1842.22375488,1848.78601074,3,"Knockout","Penalty",94
"Sporting","Bayern",5.2,5,"Sporting",1788.60021973,1918.99780273,3,"Knockout","Penalty",94
"Barcelona","Man City",5,4,"Barcelona",1945.43041992,1959.94421387,3,"Knockout","",94
"Paris SG","Juventus",4,1,"Paris SG",1974.93762207,1805.84667969,3,"Knockout","",94
"Barcelona","Atalanta",3.2,3,"Barcelona",1945.43041992,1842.22375488,4,"Knockout","Penalty",94
"Paris SG","Sporting",1,3,"Sporting",1974.93762207,1788.60021973,4,"Knockout","",94
"Barcelona","Sporting",3,1,"Barcelona",1945.43041992,1788.60021973,5,"Knockout","",94
"Liverpool","Milan",5.2,5,"Liverpool",1993.41796875,1786.90795898,1,"Knockout","Penalty",95
"Arsenal","Monaco",7,1,"Arsenal",1993.3404541,1762.12561035,1,"Knockout","",95
"Paris SG","Celtic",5,0,"Paris SG",1974.93762207,1662.38671875,1,"Knockout","",95
"Barcelona","Feyenoord",2,0,"Barcelona",1945.43041992,1738.36352539,1,"Knockout","",95
"Real Madrid","Brugge",4,2,"Real Madrid",1936.12731934,1747.07775879,1,"Knockout","",95
"Inter","Mainz",4,5,"Mainz",1933.2421875,1706.18273926,1,"Knockout","",95
"Bayern","Young Boys",5,0,"Bayern",1918.99780273,1498.67150879,1,"Knockout","",95
"Chelsea","Crvena Zvezda",5,0,"Chelsea",1902.8013916,1580.66638184,1,"Knockout","",95
"Aston Villa","Marseille",3,2,"Aston Villa",1872.83935547,1756.52758789,1,"Knockout","",95
"Atletico","Paphos",7,0,"Atletico",1855.34960938,1445.92211914,1,"Knockout","",95
"Leverkusen","Slavia Praha",4,2,"Leverkusen",1848.78601074,1694.71618652,1,"Knockout","",95
"Napoli","Villarreal",3,4,"Villarreal",1838.37182617,1785.54626465,1,"Knockout","",95
"Roma","St Gillis",0,1,"St Gillis",1819.65991211,1730.55700684,1,"Knockout","",95
"Dortmund","Sporting",3,4,"Sporting",1818.35009766,1788.60021973,1,"Knockout","",95
"PSV","Steaua",6,3,"PSV",1797.03527832,1555.09423828,1,"Knockout","",95
"Benfica","Rakow",3,2,"Benfica",1791.48046875,1536.67834473,1,"Knockout","",95
